Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt
,ANTI-0160,Grassland,2018,23-05-2018,06:46:00,06:56:00,1,5 - 7.5 min,Visualization,unknown,TRUE,Undetermined,Northern Mockingbird,Mimus polyglottos,26,65.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
,ANTI-0160,Grassland,2018,23-05-2018,06:46:00,06:56:00,1,5 - 7.5 min,Visualization,unknown,TRUE,Undetermined,Mourning Dove,Zenaida macroura,26,65.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
,ANTI-0160,Grassland,2018,23-05-2018,06:46:00,06:56:00,1,0-2.5 min,Visualization,50 - 100 Meters,FALSE,Female,Northern Cardinal,Cardinalis cardinalis,26,65.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,TRUE
,ANTI-0160,Grassland,2018,23-05-2018,06:46:00,06:56:00,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Wood-Pewee,Contopus virens,26,65.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
,ANTI-0160,Grassland,2018,23-05-2018,06:46:00,06:56:00,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,26,65.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,FALSE
,ANTI-0148,Grassland,2018,23-05-2018,05:30:00,05:40:00,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,24.3,65.3,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0148,Grassland,2018,23-05-2018,05:30:00,05:40:00,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,24.3,65.3,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0148,Grassland,2018,23-05-2018,05:30:00,05:40:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,24.3,65.3,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0148,Grassland,2018,23-05-2018,05:30:00,05:40:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Song Sparrow,Melospiza melodia,24.3,65.3,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0148,Grassland,2018,23-05-2018,05:30:00,05:40:00,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,24.3,65.3,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0148,Grassland,2018,23-05-2018,05:30:00,05:40:00,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,24.3,65.3,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0147,Grassland,2018,23-05-2018,05:49:00,05:59:00,1,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,24,66.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
,ANTI-0147,Grassland,2018,23-05-2018,05:49:00,05:59:00,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Male,Song Sparrow,Melospiza melodia,24,66.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
,ANTI-0147,Grassland,2018,23-05-2018,05:49:00,05:59:00,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,24,66.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
,ANTI-0147,Grassland,2018,23-05-2018,05:49:00,05:59:00,1,5 - 7.5 min,Visualization,unknown,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,24,66.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
,ANTI-0147,Grassland,2018,23-05-2018,05:49:00,05:59:00,1,5 - 7.5 min,Visualization,50 - 100 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,24,66.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
,ANTI-0147,Grassland,2018,23-05-2018,05:49:00,05:59:00,1,7.5 - 10 min,Visualization,unknown,TRUE,Undetermined,Barn Swallow,Hirundo rustica,24,66.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
,ANTI-0147,Grassland,2018,23-05-2018,05:49:00,05:59:00,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Pine Warbler,Setophaga pinus,24,66.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
,ANTI-0147,Grassland,2018,23-05-2018,05:49:00,05:59:00,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,24,66.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
,ANTI-0147,Grassland,2018,23-05-2018,05:49:00,05:59:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,24,66.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,TRUE
,ANTI-0147,Grassland,2018,23-05-2018,05:49:00,05:59:00,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Blue Jay,Cyanocitta cristata,24,66.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,TRUE
,ANTI-0147,Grassland,2018,23-05-2018,05:49:00,05:59:00,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Common Grackle,Quiscalus quiscula,24,66.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,TRUE
,ANTI-0147,Grassland,2018,23-05-2018,05:49:00,05:59:00,1,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Male,American Goldfinch,Carduelis tristis,24,66.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,FALSE
,ANTI-0199,Grassland,2018,24-05-2018,09:35:00,09:45:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,29,55,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0199,Grassland,2018,24-05-2018,09:35:00,09:45:00,1,7.5 - 10 min,Visualization,unknown,TRUE,Undetermined,Turkey Vulture,Cathartes aura,29,55,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0199,Grassland,2018,24-05-2018,09:35:00,09:45:00,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Wood-Pewee,Contopus virens,29,55,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0199,Grassland,2018,24-05-2018,09:35:00,09:45:00,1,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,29,55,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0199,Grassland,2018,24-05-2018,09:35:00,09:45:00,1,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Female,Northern Cardinal,Cardinalis cardinalis,29,55,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0199,Grassland,2018,24-05-2018,09:35:00,09:45:00,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,29,55,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0199,Grassland,2018,24-05-2018,09:35:00,09:45:00,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,29,55,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0199,Grassland,2018,24-05-2018,09:35:00,09:45:00,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,29,55,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0199,Grassland,2018,24-05-2018,09:35:00,09:45:00,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Mockingbird,Mimus polyglottos,29,55,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0199,Grassland,2018,24-05-2018,09:35:00,09:45:00,1,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,29,55,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0199,Grassland,2018,24-05-2018,09:35:00,09:45:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Towhee,Pipilo erythrophthalmus,29,55,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0199,Grassland,2018,24-05-2018,09:35:00,09:45:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,29,55,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0199,Grassland,2018,24-05-2018,09:35:00,09:45:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,29,55,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0199,Grassland,2018,24-05-2018,09:35:00,09:45:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Eastern Towhee,Pipilo erythrophthalmus,29,55,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0199,Grassland,2018,24-05-2018,09:35:00,09:45:00,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,29,55,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0182,Grassland,2018,24-05-2018,08:18:00,08:28:00,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,29.2,49.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0182,Grassland,2018,24-05-2018,08:18:00,08:28:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,29.2,49.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0182,Grassland,2018,24-05-2018,08:18:00,08:28:00,1,0-2.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,European Starling,Sturnus vulgaris,29.2,49.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0182,Grassland,2018,24-05-2018,08:18:00,08:28:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Mockingbird,Mimus polyglottos,29.2,49.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0182,Grassland,2018,24-05-2018,08:18:00,08:28:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,29.2,49.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0182,Grassland,2018,24-05-2018,08:18:00,08:28:00,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,29.2,49.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0182,Grassland,2018,24-05-2018,08:18:00,08:28:00,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,29.2,49.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0182,Grassland,2018,24-05-2018,08:18:00,08:28:00,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,29.2,49.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0182,Grassland,2018,24-05-2018,08:18:00,08:28:00,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,29.2,49.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0182,Grassland,2018,24-05-2018,08:18:00,08:28:00,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,29.2,49.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0182,Grassland,2018,24-05-2018,08:18:00,08:28:00,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,29.2,49.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0182,Grassland,2018,24-05-2018,08:18:00,08:28:00,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,29.2,49.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0192,Grassland,2018,24-05-2018,09:08:00,09:18:00,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Male,Brown-headed Cowbird,Molothrus ater,30.2,46.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
,ANTI-0192,Grassland,2018,24-05-2018,09:08:00,09:18:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,30.2,46.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
,ANTI-0192,Grassland,2018,24-05-2018,09:08:00,09:18:00,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,30.2,46.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
,ANTI-0192,Grassland,2018,24-05-2018,09:08:00,09:18:00,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,30.2,46.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
,ANTI-0192,Grassland,2018,24-05-2018,09:08:00,09:18:00,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Mockingbird,Mimus polyglottos,30.2,46.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
,ANTI-0192,Grassland,2018,24-05-2018,09:08:00,09:18:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,30.2,46.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
,ANTI-0192,Grassland,2018,24-05-2018,09:08:00,09:18:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,30.2,46.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
,ANTI-0192,Grassland,2018,24-05-2018,09:08:00,09:18:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,30.2,46.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
,ANTI-0192,Grassland,2018,24-05-2018,09:08:00,09:18:00,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Brown-headed Cowbird,Molothrus ater,30.2,46.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
,ANTI-0192,Grassland,2018,24-05-2018,09:08:00,09:18:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Mockingbird,Mimus polyglottos,30.2,46.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
,ANTI-0192,Grassland,2018,24-05-2018,09:08:00,09:18:00,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,30.2,46.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
,ANTI-0191,Grassland,2018,24-05-2018,08:52:00,09:02:00,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,28.5,59.1,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
,ANTI-0191,Grassland,2018,24-05-2018,08:52:00,09:02:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,28.5,59.1,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
,ANTI-0191,Grassland,2018,24-05-2018,08:52:00,09:02:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,28.5,59.1,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
,ANTI-0191,Grassland,2018,24-05-2018,08:52:00,09:02:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,28.5,59.1,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
,ANTI-0191,Grassland,2018,24-05-2018,08:52:00,09:02:00,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Eastern Towhee,Pipilo erythrophthalmus,28.5,59.1,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
,ANTI-0191,Grassland,2018,24-05-2018,08:52:00,09:02:00,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,28.5,59.1,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
,ANTI-0191,Grassland,2018,24-05-2018,08:52:00,09:02:00,1,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,28.5,59.1,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
,ANTI-0191,Grassland,2018,24-05-2018,08:52:00,09:02:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,28.5,59.1,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
,ANTI-0191,Grassland,2018,24-05-2018,08:52:00,09:02:00,1,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Undetermined,Common Grackle,Quiscalus quiscula,28.5,59.1,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
,ANTI-0191,Grassland,2018,24-05-2018,08:52:00,09:02:00,1,7.5 - 10 min,Visualization,unknown,TRUE,Undetermined,Turkey Vulture,Cathartes aura,28.5,59.1,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Common Grackle,Quiscalus quiscula,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Field Sparrow,Spizella pusilla,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,0-2.5 min,Visualization,unknown,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Mockingbird,Mimus polyglottos,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,2.5 - 5 min,Visualization,unknown,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0183,Grassland,2018,24-05-2018,08:03:00,08:13:00,1,5 - 7.5 min,Visualization,unknown,TRUE,Undetermined,American Crow,Corvus brachyrhynchos,26.7,64.7,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0103,Grassland,2018,24-05-2018,05:49:00,05:59:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,15.6,72.6,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0103,Grassland,2018,24-05-2018,05:49:00,05:59:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Cedar Waxwing,Bombycilla cedrorum,15.6,72.6,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0103,Grassland,2018,24-05-2018,05:49:00,05:59:00,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Tree Swallow,Tachycineta bicolor,15.6,72.6,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0103,Grassland,2018,24-05-2018,05:49:00,05:59:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Gray Catbird,Dumetella carolinensis,15.6,72.6,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0103,Grassland,2018,24-05-2018,05:49:00,05:59:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Meadowlark,Sturnella magna,15.6,72.6,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0103,Grassland,2018,24-05-2018,05:49:00,05:59:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Blue Grosbeak,Guiraca caerulea,15.6,72.6,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0103,Grassland,2018,24-05-2018,05:49:00,05:59:00,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,15.6,72.6,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0103,Grassland,2018,24-05-2018,05:49:00,05:59:00,1,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Female,Eastern Bluebird,Sialia sialis,15.6,72.6,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
,ANTI-0103,Grassland,2018,24-05-2018,05:49:00,05:59:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,15.6,72.6,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0103,Grassland,2018,24-05-2018,05:49:00,05:59:00,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,15.6,72.6,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0103,Grassland,2018,24-05-2018,05:49:00,05:59:00,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Field Sparrow,Spizella pusilla,15.6,72.6,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
,ANTI-0103,Grassland,2018,24-05-2018,05:49:00,05:59:00,1,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Male,Eastern Bluebird,Sialia sialis,15.6,72.6,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
